,Advert Date,City,Brand,Model,Motor,Year,Kilometres,Colors,Price
1254,14 Ekim 2024,"Gaziantep
Şehitkamil",Renault,R,19 1.6,1995,290.000,Beyaz,195.000
1255,14 Ekim 2024,"Bursa
Nilüfer",Renault,Megane,1.4 Authentique,2005,300.000,Kırmızı,410.000
1256,14 Ekim 2024,"Gaziantep
Şehitkamil",Ford,Focus,1.6 TDCi,2011,300.000,Beyaz,485.000
1257,14 Ekim 2024,"Kocaeli
Körfez",Citroen,C3,Picasso 1.6,2014,121.000,Beyaz,675.000
1258,14 Ekim 2024,"Mersin
Erdemli",Renault,Symbol,1.5 dCi,2009,188.000,Gri (Gümüş),417.000
1259,14 Ekim 2024,"Gaziantep
Şehitkamil",Renault,Fluence,1.5 dCi,2014,230.000,Gri (Gümüş),550.000
1260,14 Ekim 2024,"Ankara
Keçiören",Volkswagen,Passat,1.9 TDi,2001,278.000,Gri (metalik),470.000
1261,14 Ekim 2024,"İstanbul
Esenyurt",BMW,3,Serisi 320d,2012,230.164,Beyaz,925.000
1262,14 Ekim 2024,"Muğla
Dalaman",Renault,Megane,1.5 dCi,2007,289.000,Gri (metalik),405.000
1263,14 Ekim 2024,"İzmir
Gaziemir",Volkswagen,Touran,1.6 FSi,2005,208.000,Gri (Gümüş),550.000
1264,14 Ekim 2024,"Kahramanmaraş
Afşin",Citroen,C3,1.4 HDi,2006,237.000,Gri,325.000
1265,14 Ekim 2024,"İstanbul
Üsküdar",Renault,Megane,1.5 dCi,2013,343.000,Bordo,490.000
1266,14 Ekim 2024,"Çorum
Merkez",Honda,Civic,1.6 i-VTEC,2009,263.000,Siyah,630.000
1267,14 Ekim 2024,"İstanbul
Kartal",Tofaş,Kartal,S  ,1995,148.000,Beyaz,145.000
1268,14 Ekim 2024,"İzmir
Gaziemir",Mercedes,-,Benz A,2016,181.000,Kırmızı,990.000
1269,14 Ekim 2024,"İzmir
Gaziemir",BMW,5,Serisi 525d,2012,317.000,Siyah,1.090.000
1270,14 Ekim 2024,"İzmir
Gaziemir",Volkswagen,Passat,1.6 TDi,2017,239.000,Siyah,1.190.000
1271,14 Ekim 2024,"Afyonkarahisar
Merkez",Volkswagen,Polo,1.2 TDi,2013,245.000,Siyah,530.000
1272,14 Ekim 2024,"İstanbul
Arnavutköy",Renault,Clio,1.5 dCi,2013,460.000,Beyaz,415.000
1273,14 Ekim 2024,"Sakarya
Hendek",Peugeot,206,1.4 X-Line,2005,282.000,Gri (Gümüş),290.000
1274,14 Ekim 2024,"Tekirdağ
Çorlu",Opel,Astra,1.6 CDTI,2016,84.000,Kırmızı,850.000
1275,14 Ekim 2024,"İstanbul
Kartal",Tofaş,Şahin,S  ,1996,175.000,Beyaz,178.000
1276,14 Ekim 2024,"İstanbul
Kartal",BMW,5,Serisi 520i,2013,280.000,Siyah,1.312.500
1277,14 Ekim 2024,"İstanbul
Kartal",Kia,Rio,1.5 Comfort,2003,312.000,Kırmızı,232.500
1278,14 Ekim 2024,"Antalya
Aksu",Ford,Fiesta,1.4 TDCi,2006,269.000,Beyaz,307.000
1279,14 Ekim 2024,"Mersin
Mezitli",Volkswagen,Golf,1.2 TSi,2016,96.000,Beyaz,860.000
1280,14 Ekim 2024,"İstanbul
Arnavutköy",Fiat,Egea,1.4 Fire,2019,47.500,Beyaz,750.000
1281,14 Ekim 2024,"Balıkesir
Dursunbey",Tofaş,Şahin,S  ,1994,100.000,Beyaz,205.000
1282,14 Ekim 2024,"İzmir
Gaziemir",Peugeot,106,XR  ,1998,298.000,Beyaz,245.000
1283,14 Ekim 2024,"İstanbul
Kartal",Mercedes,-,Benz CLA,2016,80.000,Kırmızı,1.222.500
1284,14 Ekim 2024,"Diyarbakır
Bağlar",Toyota,Corolla,1.33 Life,2014,140.300,Beyaz,716.000
1285,14 Ekim 2024,"İstanbul
Tuzla",BMW,3,Serisi 320i,2015,213.000,Beyaz,1.108.000
1286,14 Ekim 2024,"İstanbul
Kartal",Skoda,Felicia,1.3 GLX,1997,240.000,Lacivert,144.500
1287,14 Ekim 2024,"İstanbul
Kartal",Renault,Megane,1.6 RXE,2000,300.000,Mavi,243.900
1288,14 Ekim 2024,"Uşak
Merkez",Geely,Familia,1.5 Comfort,2009,180.000,Beyaz,350.000
1289,14 Ekim 2024,"İzmir
Gaziemir",Mercedes,-,Benz E,2000,255.000,Siyah,640.000
1290,14 Ekim 2024,"Ankara
Çankaya",Renault,Clio,1.0 TCe,2021,26.725,Beyaz,939.750
1291,14 Ekim 2024,"Aksaray
Merkez",Volkswagen,Golf,1.6 Comfortline,2006,175.000,Füme,575.000
1292,14 Ekim 2024,"Erzincan
Merkez",Peugeot,407,1.6 HDi,2008,230.000,Siyah,530.000
1293,14 Ekim 2024,"Elazığ
Merkez",Opel,Astra,1.6 CD,2000,220.000,Beyaz,420.000
1294,14 Ekim 2024,"İzmir
Gaziemir",BMW,3,Serisi 316i,2006,345.000,Siyah,525.000
1295,14 Ekim 2024,"İzmir
Gaziemir",Opel,Corsa,1.2 Twinport,2008,219.000,Mavi,505.000
1296,14 Ekim 2024,"İzmir
Gaziemir",Opel,Corsa,1.3 CDTI,2009,430.000,Beyaz,340.000
1297,14 Ekim 2024,"İzmir
Gaziemir",Opel,Tigra,1.6  ,1997,240.000,Mavi,210.000
1298,14 Ekim 2024,"İzmir
Gaziemir",Volkswagen,Polo,1.4 Comfortline,2011,179.000,Beyaz,569.000
1299,14 Ekim 2024,"İzmir
Gaziemir",Citroen,C3,1.4 HDi,2008,236.000,Siyah,340.000
1300,14 Ekim 2024,"İzmir
Gaziemir",Audi,A4,Sedan 2.0,2014,210.000,Gri (Gümüş),1.100.000
1301,14 Ekim 2024,"İzmir
Gaziemir",Opel,Corsa,1.3 CDTI,2008,290.000,Siyah,450.000
1302,14 Ekim 2024,"İzmir
Gaziemir",Peugeot,205,1.1 GR,1993,216.000,Kırmızı,150.000
1303,14 Ekim 2024,"İzmir
Gaziemir",Renault,Clio,1.5 dCi,2008,290.000,Gri,260.000
1304,14 Ekim 2024,"İzmir
Gaziemir",Volvo,V40,1.6  ,2000,385.000,Gri (Gümüş),370.000
1305,14 Ekim 2024,"Tekirdağ
Çerkezköy",Tofaş,Kartal,5 Vites,1992,73.000,Kırmızı,60.000
1306,14 Ekim 2024,"Samsun
İlkadım",Opel,Astra,1.3 CDTI,2014,151.000,Gri (Gümüş),680.000
1307,14 Ekim 2024,"Şanlıurfa
Eyyübiye",Renault,Laguna,1.6 RXE,2002,324.000,Lacivert,265.000
1308,14 Ekim 2024,"Ankara
Çankaya",Hyundai,i20,Troy 1.4,2011,258.000,Gri (Gümüş),575.000
1309,14 Ekim 2024,"Şırnak
Cizre",Fiat,Linea,1.3 Multijet,2015,96.000,Beyaz,585.000
1310,14 Ekim 2024,"Samsun
Tekkeköy",Mitsubishi,Space,Star 1.2,2022,7.700,Altın,809.750
1311,14 Ekim 2024,"Ankara
Yenimahalle",Volkswagen,Golf,1.2 TSi,2015,107.000,Beyaz,785.000
1312,14 Ekim 2024,"Şırnak
Silopi",Volkswagen,Polo,1.6 TDi,2013,158.250,Siyah,568.000
1313,14 Ekim 2024,"Mersin
Mezitli",Seat,Leon,1.0 EcoTSI,2020,106.000,Kırmızı,900.000
1314,14 Ekim 2024,"Sivas
Merkez",Fiat,Punto,1.9 D,2001,92.000,Gri (metalik),280.000
1315,14 Ekim 2024,"Gümüşhane
Kelkit",Skoda,SuperB,1.4 TSI,2017,140.000,Beyaz,1.075.000
1316,14 Ekim 2024,"Gaziantep
Nizip",Audi,A3,Sedan 1.6,2013,270.000,Siyah,920.000
1317,14 Ekim 2024,"Gaziantep
Şahinbey",Volkswagen,Polo,1.2 TDi,2013,318.000,Beyaz,375.000
1318,14 Ekim 2024,"Mardin
Kızıltepe",Renault,Megane,1.5 dCi,2017,145.000,Beyaz,920.000
1319,14 Ekim 2024,"Mersin
Erdemli",Volkswagen,Polo,1.4 TDi,2015,128.000,Beyaz,750.000
1320,14 Ekim 2024,"Bursa
Osmangazi",Tofaş,Kartal,SL  ,1986,8.349,Mavi,120.000
1321,14 Ekim 2024,"İzmir
Gaziemir",Skoda,Scala,1.0 TSI,2023,14.000,Gri,1.275.000
1322,14 Ekim 2024,"Gaziantep
Şahinbey",Chevrolet,Kalos,1.4 SX,2004,175.000,Gri,349.999
1323,14 Ekim 2024,"İstanbul
Çekmeköy",Renault,Latitude,1.5 dCi,2015,195.000,Gri,710.000
1324,14 Ekim 2024,"Balıkesir
Edremit",Mercedes,-,Benz E,1998,356.700,Gri (Gümüş),550.000
1325,14 Ekim 2024,"İstanbul
Pendik",Renault,R,11 Flash,1993,322.000,Beyaz,165.000
1326,14 Ekim 2024,"Kayseri
Melikgazi",Toyota,Corolla,1.6 XLi,1997,377.700,Bordo,275.000
1327,14 Ekim 2024,"Kayseri
Talas",Toyota,Yaris,1.0 Vision,2021,6.010,Beyaz,810.000
1328,14 Ekim 2024,"Gümüşhane
Merkez",Opel,Corsa,1.2 Swing,2000,242.000,Kırmızı,285.000
1329,14 Ekim 2024,"Gaziantep
Şehitkamil",Renault,Clio,1.5 dCi,2018,298.500,Beyaz,495.000
1330,14 Ekim 2024,"Batman
Merkez",Renault,Fluence,1.5 dCi,2013,237.778,Gri,550.000
1331,14 Ekim 2024,"Mersin
Mezitli",BMW,3,Serisi 320d,2001,240.000,Siyah,440.000
1332,14 Ekim 2024,"Sakarya
Serdivan",Volkswagen,Jetta,1.6 Tour,2009,183.000,Gri (Gümüş),645.000
1333,14 Ekim 2024,"Samsun
Tekkeköy",Ford,Escort,1.6 CLX,1994,250.000,Beyaz,215.000
1334,14 Ekim 2024,"Trabzon
Akçaabat",Renault,Megane,1.5 dCi,2010,183.000,Siyah,575.000
1335,14 Ekim 2024,"Bolu
Merkez",Renault,Symbol,1.5 dCi,2010,232.000,Gri (Gümüş),370.000
1336,14 Ekim 2024,"Antalya
Manavgat",Renault,Clio,1.5 dCi,2017,156.000,Beyaz,620.000
1337,14 Ekim 2024,"Aksaray
Merkez",Volkswagen,Polo,1.6  ,2000,273.000,Beyaz,295.000
1338,14 Ekim 2024,"İzmir
Karşıyaka",Citroen,C3,1.4 SX,2003,224.000,Mavi (metalik),305.000
1339,14 Ekim 2024,"İzmir
Çiğli",Honda,Civic,1.5 i-VTEC,2020,47.000,Füme,1.100.000
1340,14 Ekim 2024,"Sakarya
Hendek",Renault,Megane,1.6 Joy,2017,159.000,Mavi (metalik),730.000
1341,14 Ekim 2024,"İzmir
Bayraklı",Peugeot,206,1.4 X-Design,2005,300.000,Gri (metalik),300.000
1342,14 Ekim 2024,"Gaziantep
Şehitkamil",Renault,Clio,1.5 dCi,2016,205.000,Beyaz,630.000
1343,14 Ekim 2024,"Gaziantep
Şehitkamil",Volkswagen,Jetta,1.6 TDi,2014,243.500,Siyah,744.000
1344,14 Ekim 2024,"Elazığ
Merkez",Opel,Astra,1.4 GL,2001,194.000,Gri (Gümüş),370.000
1345,14 Ekim 2024,"Eskişehir
Tepebaşı",Hyundai,Elantra,1.6 GLS,2004,180.500,Gri (metalik),450.000
1346,14 Ekim 2024,"Kütahya
Merkez",Nissan,Almera,1.5 Visia,2006,245.000,Kahverengi,310.000
1347,14 Ekim 2024,"Çorum
Merkez",Renault,Clio,1.2 Grandtour,2010,135.000,Beyaz,465.000
1348,14 Ekim 2024,"Çanakkale
Merkez",Fiat,Linea,1.3 Multijet,2013,229.500,Beyaz,445.000
1349,14 Ekim 2024,"Şanlıurfa
Birecik",Volkswagen,Jetta,1.6 TDi,2011,285.000,Gri,655.000
1350,14 Ekim 2024,"Karabük
Merkez",Hyundai,Accent,Era 1.4,2008,185.500,Bej,465.000
1351,14 Ekim 2024,"Adana
Çukurova",Renault,R,9 1.4,1995,302.000,Beyaz,150.000
1352,14 Ekim 2024,"Antalya
Kepez",BMW,3,Serisi 316i,2012,245.000,Beyaz,1.080.000
1353,14 Ekim 2024,"Yalova
Merkez",Hyundai,Accent,Blue 1.6,2015,151.000,Beyaz,680.000
1354,14 Ekim 2024,"Kocaeli
Darıca",Citroen,C3,1.6 VTi,2011,132.000,Gri,550.000
1355,14 Ekim 2024,"İzmir
Gaziemir",BMW,3,Serisi 320i,2022,27.868,Siyah,2.945.000
1356,14 Ekim 2024,"İzmir
Bornova",Ford,Fiesta,1.25 Trend,2012,105.000,Beyaz,525.000
1357,14 Ekim 2024,"Malatya
Yeşilyurt",Mercedes,-,Benz C,2017,153.000,Beyaz,1.485.000
1358,14 Ekim 2024,"Muğla
Menteşe",Volkswagen,VW,CC 1.4,2016,193.400,Beyaz,975.000
1359,14 Ekim 2024,"Sakarya
Erenler",Kia,Rio,1.3 Trend,2005,248.000,Gri (Gümüş),375.000
1360,14 Ekim 2024,"Ankara
Etimesgut",Fiat,Egea,1.4 Fire,2020,60.000,Beyaz,825.000
1361,14 Ekim 2024,"Ankara
Etimesgut",Opel,Corsa,1.4 Comfort,2001,209.000,Gri (Gümüş),348.000
1362,14 Ekim 2024,"Siirt
Merkez",Renault,Clio,1.5 dCi,2014,185.000,Beyaz,612.500
1363,14 Ekim 2024,"Balıkesir
Altıeylül",Toyota,Corolla,1.6 GLi,1996,389.000,Gri (Gümüş),340.000
1364,14 Ekim 2024,"İstanbul
Pendik",Volkswagen,Polo,1.4 Basicline,2004,230.000,Beyaz,385.000
1365,14 Ekim 2024,"Ağrı
Patnos",Peugeot,207,1.4 Trendy,2009,174.600,Siyah,487.500
1366,14 Ekim 2024,"Samsun
Atakum",Ford,Focus,1.6 Ti-VCT,2016,106.800,Siyah,840.000
1367,14 Ekim 2024,"Sivas
Merkez",Opel,Astra,1.6 Elegance,2005,228.288,Gri (metalik),425.000
1368,14 Ekim 2024,"Ankara
Akyurt",Ford,Focus,1.6 TDCi,2006,251.000,Gri,483.750
1369,14 Ekim 2024,"Ankara
Çankaya",Renault,Megane,1.3 TCe,2024,6.001,Gri (titanyum),1.560.000
1370,14 Ekim 2024,"Diyarbakır
Bağlar",Seat,Leon,1.6 TDI,2015,105.000,Beyaz,950.000
1371,14 Ekim 2024,"Mersin
Akdeniz",Renault,Clio,1.0 SCe,2021,12.000,Beyaz,700.000
1372,14 Ekim 2024,"İstanbul
Pendik",Peugeot,308,1.2 VTi,2014,160.000,Gri,550.000
1373,14 Ekim 2024,"Ankara
Mamak",Volkswagen,Jetta,1.2 TSi,2011,172.000,Gri (Gümüş),700.000
1374,14 Ekim 2024,"Ankara
Akyurt",Hyundai,Accent,1.3 LS,1998,264.000,Beyaz,228.750
1375,14 Ekim 2024,"Muğla
Dalaman",Audi,A6,Sedan 2.0,2010,250.000,Gri,970.000
1376,14 Ekim 2024,"İstanbul
Kağıthane",Opel,Corsa,1.4 Design,2016,67.700,Gri,720.000
1377,14 Ekim 2024,"Samsun
Atakum",Fiat,Egea,1.4 Fire,2019,101.800,Kırmızı,675.000
1378,14 Ekim 2024,"Mardin
Nusaybin",Skoda,Fabia,1.4 TDI,2007,237.000,Gri (Gümüş),335.000
1379,14 Ekim 2024,"Trabzon
Of",Renault,Symbol,0.9 TCe,2019,59.500,Beyaz,609.000
1380,14 Ekim 2024,"Zonguldak
Ereğli",Volkswagen,Bora,1.6 Pacific,2004,242.000,Lacivert,430.000
1381,14 Ekim 2024,"Bursa
Nilüfer",Toyota,Corolla,1.5 Dream,2023,12.000,Gri (metalik),1.260.000
1382,14 Ekim 2024,"Ankara
Polatlı",Opel,Tigra,1.6  ,1997,350.000,Lacivert,149.500
1383,14 Ekim 2024,"Rize
Merkez",Opel,Astra,1.6 GL,1996,157.394,Kırmızı,310.000
1384,14 Ekim 2024,"Ordu
Fatsa",Hyundai,Getz,1.4 DOHC,2009,119.000,Gri,370.000
1385,14 Ekim 2024,"İstanbul
Esenler",Dacia,Logan,1.6 Laureate,2006,197.000,Beyaz,300.000
1386,14 Ekim 2024,"İstanbul
Ataşehir",Nissan,Micra,1.2 Passion,2008,160.000,Siyah,405.000
1387,14 Ekim 2024,"İstanbul
Zeytinburnu",Ford,Focus,1.6 TDCi,2011,218.800,Beyaz,520.000
1388,14 Ekim 2024,"Ordu
Altınordu",Hyundai,Accent,Era 1.6,2009,869.000,Beyaz,300.000
1389,14 Ekim 2024,"İstanbul
Esenyurt",Fiat,Egea,1.6 Multijet,2020,144.336,Gri,730.000
1390,14 Ekim 2024,"Van
Erciş",Ford,Focus,1.6 TDCi,2017,215.000,Beyaz,845.500
1391,14 Ekim 2024,"Nevşehir
Hacıbektaş",Fiat,Siena,1.2 EL,2002,275.000,Beyaz,225.000
1392,14 Ekim 2024,"Ankara
Altındağ",Volkswagen,Passat,1.9 TDi,2000,492.000,Yeşil,380.000
1393,14 Ekim 2024,"Sakarya
Serdivan",Toyota,Corolla,1.6 Dream,2020,100.000,Beyaz,1.170.000
1394,14 Ekim 2024,"Adıyaman
Merkez",Volkswagen,Passat,1.6 Comfortline,2010,260.000,Siyah,690.000
1395,14 Ekim 2024,"Ankara
Etimesgut",Toyota,Corolla,1.6 Elegant,2009,206.213,Füme,695.000
1396,14 Ekim 2024,"İzmir
Gaziemir",Peugeot,206,1.4 HDi,2005,280.000,Gri (metalik),300.000
1397,14 Ekim 2024,"Antalya
Manavgat",Ford,Fiesta,1.5 TDCi,2013,200.000,Beyaz,510.000
1398,14 Ekim 2024,"Kahramanmaraş
Dulkadiroğlu",Renault,R,19 1.6,1996,355.744,Mavi,129.500
1399,14 Ekim 2024,"Gaziantep
Şehitkamil",Renault,Megane,1.5 dCi,2016,173.000,Beyaz,749.000
1400,14 Ekim 2024,"Gaziantep
Şehitkamil",Renault,Megane,1.5 dCi,2016,173.000,Beyaz,749.000
1401,14 Ekim 2024,"Çankırı
Merkez",Dacia,Sandero,0.9 TCe,2017,82.000,Füme,665.000
1402,14 Ekim 2024,"Ankara
Polatlı",Proton,416,GLX  ,1998,375.000,Gri,190.000
1403,14 Ekim 2024,"İstanbul
Arnavutköy",Peugeot,206,1.4 HDi,2003,384.000,Beyaz,230.000
1404,14 Ekim 2024,"İstanbul
Tuzla",Hyundai,Accent,Blue 1.6,2015,130.000,Beyaz,685.000
1405,14 Ekim 2024,"Denizli
Sarayköy",Volkswagen,Polo,1.6 Classic,1998,355.400,Kırmızı,229.999
1406,14 Ekim 2024,"Samsun
Bafra",Fiat,Punto,Grande 1.3,2011,216.500,Siyah,495.000
1407,14 Ekim 2024,"Şanlıurfa
Karaköprü",Fiat,Egea,1.4 Fire,2016,110.000,Beyaz,550.000
1408,14 Ekim 2024,"Konya
Selçuklu",Fiat,Uno,70 S,2001,219.000,Gri (Gümüş),230.000
1409,14 Ekim 2024,"Ankara
Çankaya",Volkswagen,Passat,Variant 1.5,2023,16.300,Gri,1.660.000
1410,14 Ekim 2024,"Şanlıurfa
Haliliye",Volkswagen,Passat,1.6 TDi,2016,195.000,Beyaz,1.390.000
1411,14 Ekim 2024,"Burdur
Merkez",Audi,A3,Sportback 1.6,2004,332.000,Siyah,560.000
1412,14 Ekim 2024,"Muş
Merkez",Renault,Clio,1.4 RNA,2000,243.000,Beyaz,356.000
1413,14 Ekim 2024,"Ankara
Etimesgut",Renault,Fluence,1.5 dCi,2016,189.000,Beyaz,695.000
1414,14 Ekim 2024,"İzmir
Torbalı",Citroen,C-Elysee,1.6 HDi,2014,190.000,Beyaz,532.000
1415,14 Ekim 2024,"Bursa
Yıldırım",Renault,Symbol,1.2 Joy,2015,235.000,Beyaz,495.000
1416,14 Ekim 2024,"Adana
Seyhan",Honda,Civic,1.5 EL,1994,450.000,Lacivert,265.000
1417,14 Ekim 2024,"Adıyaman
Merkez",Fiat,Stilo,1.6 Dynamic,2005,114.420,Beyaz,400.000
1418,14 Ekim 2024,"Gaziantep
Şahinbey",Opel,Astra,1.4 T,2012,152.000,Kırmızı,500.000
1419,14 Ekim 2024,"Ankara
Mamak",Fiat,Brava,1.6 SX,2000,338.000,Mavi,225.000
1420,14 Ekim 2024,"Aydın
Karacasu",Renault,Megane,1.5 dCi,2017,138.000,Beyaz,795.000
1421,14 Ekim 2024,"Mersin
Anamur",Seat,Ibiza,1.4 Style,2015,228.000,Beyaz,549.000
1422,14 Ekim 2024,"Ankara
Keçiören",Renault,R,9 1.4,1997,269.000,Beyaz,208.800
1423,14 Ekim 2024,"Şanlıurfa
Karaköprü",Tofaş,Doğan,L  ,1989,350.000,Bej,90.000
1424,14 Ekim 2024,"İstanbul
Beyoğlu",Fiat,Egea,1.4 Fire,2020,35.000,Gri,705.000
1425,14 Ekim 2024,"Hatay
İskenderun",Peugeot,308,1.6 VTi,2010,137.000,Siyah,360.000
1426,14 Ekim 2024,"Sakarya
Serdivan",Fiat,Palio,1.4 Fire,2008,126.000,Gri,375.000
1427,14 Ekim 2024,"İstanbul
Çekmeköy",Volkswagen,Passat,1.6 TDi,2014,266.000,Füme,825.000
1428,14 Ekim 2024,"Burdur
Bucak",Toyota,Verso,1.6 Elegant,2013,205.000,Beyaz,759.000
1429,14 Ekim 2024,"Mardin
Midyat",Citroen,C4,1.4 SX,2006,103.500,Gri (Gümüş),350.000
1430,14 Ekim 2024,"Bitlis
Tatvan",Opel,Corsa,1.3 CDTI,2011,203.000,Siyah,430.000
1431,14 Ekim 2024,"Trabzon
Sürmene",Opel,Astra,1.3 CDTI,2012,208.000,Siyah,550.000
1432,14 Ekim 2024,"İstanbul
Ümraniye",Honda,Jazz,1.4 LS,2005,187.000,Kırmızı,500.000
1433,14 Ekim 2024,"Niğde
Merkez",Opel,Astra,1.6 CD,1999,295.000,Beyaz,310.000
1434,14 Ekim 2024,"Antalya
Kepez",Renault,Symbol,1.5 dCi,2008,251.000,Beyaz,300.000
1435,14 Ekim 2024,"Kahramanmaraş
Türkoğlu",Ford,Focus,1.6 TDCi,2013,249.000,Kahverengi,640.000
1436,14 Ekim 2024,"Giresun
Bulancak",Fiat,Tempra,1.6 SX,1994,300.000,Turkuaz,170.000
1437,14 Ekim 2024,"Karabük
Safranbolu",Mercedes,-,Benz 200,1989,407.000,Füme,330.000
1438,14 Ekim 2024,"Şanlıurfa
Hilvan",Fiat,Linea,1.4 Fire,2013,178.000,Beyaz,425.000
1439,14 Ekim 2024,"Sivas
Merkez",Ford,Focus,1.6 Collection,2011,252.000,Gri (Gümüş),620.000
1440,14 Ekim 2024,"Muğla
Bodrum",Hyundai,i20,1.4 MPI,2021,27.878,Kırmızı,880.000
1441,14 Ekim 2024,"İstanbul
Ümraniye",Tofaş,Şahin,1.6  ,1994,106.000,Beyaz,150.000
1442,14 Ekim 2024,"Kayseri
Melikgazi",Renault,Megane,1.6 RTE,1998,350.000,Siyah,275.000
1443,14 Ekim 2024,"Kocaeli
Derince",Fiat,Brava,1.6 SX,2001,282.000,Kırmızı,250.000
1444,14 Ekim 2024,"Bursa
Osmangazi",Fiat,Punto,1.3 Multijet,2013,220.000,Beyaz,465.000
1445,14 Ekim 2024,"Denizli
Bozkurt",Tofaş,Şahin,5 Vites,1996,48.526,Beyaz,220.000
1446,14 Ekim 2024,"Şanlıurfa
Haliliye",Hyundai,Accent,Blue 1.6,2015,258.000,Beyaz,555.000
1447,14 Ekim 2024,"Ankara
Çankaya",Volvo,S60,1.6 T4,2011,189.000,Füme,760.000
1448,14 Ekim 2024,"Ankara
Keçiören",Citroen,C3,1.4 HDi,2003,250.000,Gri,360.000
1449,14 Ekim 2024,"İstanbul
Beylikdüzü",Fiat,Linea,1.3 Multijet,2009,286.000,Gri (Gümüş),310.000
1450,14 Ekim 2024,"İstanbul
Beylikdüzü",Volkswagen,Jetta,1.6 Comfortline,2006,135.000,Siyah,575.000
1451,14 Ekim 2024,"Denizli
Merkezefendi",Nissan,Primera,2.0 SE,1998,299.000,Beyaz,275.000
1452,14 Ekim 2024,"Ankara
Keçiören",Chrysler,300,M 3.5,2000,378.000,Mavi,499.000
1453,14 Ekim 2024,"Balıkesir
Burhaniye",Fiat,Marea,1.6 Liberty,2004,288.000,Kırmızı,295.000
1454,14 Ekim 2024,"Bursa
Yıldırım",Honda,Civic,1.4 i,1999,318.000,Gri,335.000
1455,14 Ekim 2024,"İzmir
Kemalpaşa",Fiat,Egea,1.4 Fire,2022,64.000,Beyaz,700.000
1456,14 Ekim 2024,"Sakarya
Erenler",Hyundai,Accent,Blue 1.6,2018,156.000,Beyaz,680.000
1457,14 Ekim 2024,"Manisa
Sarıgöl",Renault,R,12 SW,1979,76.000,Turkuaz,113.000
1458,14 Ekim 2024,"Malatya
Yeşilyurt",Renault,Fluence,1.5 dCi,2012,269.000,Beyaz,490.000
1459,14 Ekim 2024,"Bursa
Yıldırım",Fiat,Palio,1.3 Multijet,2005,298.000,Gri (Gümüş),262.000
1460,14 Ekim 2024,"Ankara
Çankaya",Toyota,Corolla,1.6 Dream,2020,51.000,Beyaz,1.095.000
1461,14 Ekim 2024,"Kocaeli
Gölcük",Renault,Megane,1.3 TCe,2020,70.250,Kırmızı,950.000
1462,14 Ekim 2024,"Ankara
Etimesgut",Tofaş,Şahin,1.6  ,1992,150.000,Bej,195.000
1463,14 Ekim 2024,"İstanbul
Sultangazi",Fiat,Egea,1.3 Multijet,2018,150.000,Beyaz,680.000
1464,14 Ekim 2024,"İzmir
Çeşme",Honda,Civic,1.5 i-VTEC,2022,40.000,Kırmızı,1.575.000
1465,14 Ekim 2024,"İzmir
Çiğli",Honda,Civic,1.6 i,1999,245.000,Gri,380.000
1466,14 Ekim 2024,"Hatay
Payas",Toyota,Corolla,1.5 Vision,2021,30.000,Beyaz,1.125.000
1467,14 Ekim 2024,"Van
Tuşba",Fiat,Egea,1.4 Fire,2022,33.000,Füme,645.000
1468,14 Ekim 2024,"Kastamonu
Tosya",Tofaş,Şahin,1.6  ,1992,260.000,Beyaz,215.000
1469,14 Ekim 2024,"Van
Erciş",Hyundai,i30,1.6 GDi,2013,173.400,Beyaz,685.000
1470,14 Ekim 2024,"Bolu
Merkez",Opel,Vectra,2.0 GLS,1994,302.000,Bordo,270.000
1471,14 Ekim 2024,"Adıyaman
Besni",Hyundai,Accent,Era 1.4,2011,140.000,Beyaz,579.000
1472,14 Ekim 2024,"Adıyaman
Besni",Volkswagen,Jetta,1.6 TDi,2015,100.000,Beyaz,1.179.000
1473,14 Ekim 2024,"Adıyaman
Besni",Toyota,Auris,1.4 D-4D,2013,119.000,Beyaz,829.000
1474,14 Ekim 2024,"Adıyaman
Besni",Volkswagen,Bora,1.6 Pacific,2004,202.000,Gri (Gümüş),489.000
1475,14 Ekim 2024,"Adıyaman
Besni",Volkswagen,Passat,1.6 TDi,2013,160.000,Beyaz,1.089.000
1476,14 Ekim 2024,"Adıyaman
Besni",Opel,Astra,1.6 Edition,2017,95.000,Beyaz,769.000
1477,14 Ekim 2024,"Adıyaman
Besni",BMW,3,Serisi 320d,2016,162.000,Beyaz,1.659.000
1478,14 Ekim 2024,"Adıyaman
Besni",Opel,Astra,1.6 Comfort,2003,320.000,Gri (Gümüş),399.000
1479,14 Ekim 2024,"Adıyaman
Besni",Volkswagen,Golf,1.4 TSi,2015,130.000,Beyaz,949.000
1480,14 Ekim 2024,"Adıyaman
Besni",Volkswagen,Passat,1.4 TSi,2012,285.000,Beyaz,759.000
1481,14 Ekim 2024,"Adıyaman
Besni",Ford,Focus,1.0 EcoBoost,2023,6.001,Beyaz,1.499.000
1482,14 Ekim 2024,"Adıyaman
Besni",Fiat,Egea,1.4 Fire,2022,43.000,Beyaz,759.000
1483,14 Ekim 2024,"Adıyaman
Besni",Toyota,Corolla,1.5 Vision,2023,6.001,Beyaz,1.349.000
1484,14 Ekim 2024,"Adıyaman
Besni",Hyundai,Accent,1.5 CRDi,2005,252.000,Beyaz,339.000
1485,14 Ekim 2024,"Adıyaman
Besni",Volkswagen,Jetta,1.6 TDi,2015,39.000,Beyaz,1.179.000
