,Advert Date,City,Brand,Model,Motor,Year,Kilometres,Colors,Price
533,11 Ekim 2024,"Balıkesir
Altıeylül",Cupra,Formentor,1.5 TSI,2023,12.500,Siyah,1.925.000
534,11 Ekim 2024,"İstanbul
Beylikdüzü",Peugeot,2008,1.6 e-HDi,2015,128.000,Beyaz,869.000
535,11 Ekim 2024,"Kayseri
Kocasinan",Toyota,Land,Cruiser LJ,1986,317.000,Siyah,950.000
536,11 Ekim 2024,"Ankara
Akyurt",Volvo,XC90,2.4 D5,2005,261.000,Siyah,855.000
537,11 Ekim 2024,"İzmir
Gaziemir",Mercedes,-,Benz EQB,2023,25.000,Gri (titanyum),2.375.000
538,11 Ekim 2024,"İzmir
Bornova",Renault,Captur,1.3 TCe,2023,18.400,Kırmızı,1.275.000
539,11 Ekim 2024,"İzmir
Çiğli",Ford,Kuga,1.6 EcoBoost,2013,228.000,Beyaz,710.000
540,11 Ekim 2024,"Konya
Karatay",Nissan,Qashqai,1.6 dCi,2014,198.000,Kahverengi,935.000
541,11 Ekim 2024,"Malatya
Yeşilyurt",Hyundai,Bayon,1.4 MPI,2023,46.000,Beyaz,1.088.000
542,11 Ekim 2024,"Aydın
Nazilli",Kia,Stonic,1.0 T-GDI,2023,27.000,Füme,1.029.900
543,11 Ekim 2024,"Kütahya
Merkez",Honda,CR-V,2.0i Executive,2011,125.000,Siyah,1.048.000
544,11 Ekim 2024,"Nevşehir
Merkez",Volkswagen,Tiguan,1.5 TSI,2020,17.000,Gri,1.895.000
545,11 Ekim 2024,"İstanbul
Beşiktaş",Land,Rover,Range Sport,2023,8.600,Füme,12.250.000
546,11 Ekim 2024,"Muğla
Milas",Jeep,Renegade,1.3 Turbo,2022,46.000,Gri,1.149.900
547,11 Ekim 2024,"Batman
Merkez",BMW,X1,16i sDrive,2014,155.000,Bej,1.275.000
548,11 Ekim 2024,"Trabzon
Ortahisar",Honda,CR-V,1.5 VTEC,2021,73.000,Siyah,2.125.000
549,11 Ekim 2024,"Antalya
Muratpaşa",Jeep,Compass,1.3 Turbo,2022,11.000,Beyaz,2.155.000
550,11 Ekim 2024,"Diyarbakır
Kayapınar",BMW,iX1,M Sport,2024,6.100,Beyaz,2.697.500
551,11 Ekim 2024,"İstanbul
Esenyurt",Mercedes,-,Benz GLK,2014,141.000,Gri,1.725.000
552,11 Ekim 2024,"İstanbul
Esenler",Renault,Captur,1.3 TCe,2023,11.571,Mavi,1.233.000
553,11 Ekim 2024,"Antalya
Kepez",Land,Rover,Range Sport,2006,388.000,Siyah,725.500
554,11 Ekim 2024,"İstanbul
Ataşehir",Volvo,XC90,2.0 B5,2021,73.000,Gri,4.399.000
555,11 Ekim 2024,"İzmir
Gaziemir",BMW,X2,1.8i sDrive,2018,93.800,Turuncu,1.715.000
556,11 Ekim 2024,"Konya
Ereğli",Renault,Captur,1.5 dCi,2015,84.000,Beyaz,895.000
557,11 Ekim 2024,"İstanbul
Ataşehir",Opel,Grandland,X 1.2,2020,63.000,Siyah,1.177.500
558,11 Ekim 2024,"Ordu
Fatsa",Mitsubishi,ASX,1.6 DI-D,2015,165.000,Beyaz,825.000
559,11 Ekim 2024,"İstanbul
Esenyurt",Hyundai,Kona,1.6 CRDI,2020,107.000,Beyaz,996.500
560,11 Ekim 2024,"Kocaeli
İzmit",Fiat,Egea,Cross 1.4,2023,10.907,Gri,945.000
561,11 Ekim 2024,"Adana
Yüreğir",Dacia,Duster,1.5 dCi,2012,290.000,Mavi,525.000
562,11 Ekim 2024,"Kocaeli
İzmit",Nissan,Qashqai,1.3 DIG-T,2020,80.000,Mavi,1.280.000
563,11 Ekim 2024,"Hatay
Antakya",Peugeot,3008,1.5 BlueHDI,2019,110.000,Kırmızı,1.319.950
564,11 Ekim 2024,"İstanbul
Bağcılar",Alfa,Romeo,Tonale 1.6,2023,24.000,Kırmızı,1.575.000
565,11 Ekim 2024,"Kocaeli
İzmit",Ford,EcoSport,1.0 EcoBoost,2021,45.277,Gri,955.000
566,11 Ekim 2024,"Giresun
Bulancak",MINI,Cooper,Countryman 1.6,2012,185.000,Beyaz,710.000
567,11 Ekim 2024,"Bolu
Merkez",Volkswagen,Tiguan,1.4 TSI,2012,53.000,Beyaz,915.000
568,11 Ekim 2024,"Tokat
Zile",Dacia,Duster,1.5 dCi,2016,156.000,Beyaz,835.000
569,11 Ekim 2024,"İstanbul
Sarıyer",BMW,X2,2.0d xDrive,2018,135.000,Turuncu,2.050.000
570,11 Ekim 2024,"İstanbul
Sarıyer",Mercedes,-,Benz GL,2015,176.000,Siyah,3.700.000
571,11 Ekim 2024,"İstanbul
Sarıyer",Honda,CR-V,1.6 i-DTEC,2016,170.000,Beyaz,1.065.000
572,11 Ekim 2024,"İstanbul
Sarıyer",Land,Rover,Range Sport,2017,115.000,Beyaz,3.485.000
573,11 Ekim 2024,"İstanbul
Sarıyer",Land,Rover,Range Sport,2007,302.000,Lacivert,1.095.000
574,11 Ekim 2024,"İstanbul
Sarıyer",Land,Rover,Range 4.6,2000,95.000,Yeşil,1.250.000
575,11 Ekim 2024,"Burdur
Merkez",Dacia,Duster,1.3 Tce,2022,10.000,Beyaz,1.040.000
576,11 Ekim 2024,"Burdur
Merkez",Dacia,Duster,1.0 Tce,2019,139.000,Beyaz,755.000
577,11 Ekim 2024,"Kayseri
Kocasinan",Chery,Tiggo,7 Pro,2023,25.000,Kırmızı,1.365.000
578,11 Ekim 2024,"Kayseri
Kocasinan",Hyundai,Bayon,1.4 MPI,2023,36.000,Mavi,1.095.000
579,11 Ekim 2024,"Gaziantep
Şehitkamil",Audi,Q2,35 TFSI,2020,49.000,Siyah,1.450.000
580,11 Ekim 2024,"Kayseri
Kocasinan",Fiat,Egea,Cross 1.4,2023,54.000,Mavi,825.000
581,11 Ekim 2024,"Samsun
Bafra",Hyundai,Tucson,1.6 T-GDi,2017,106.000,Gri (metalik),1.500.000
582,11 Ekim 2024,"Balıkesir
Edremit",Skoda,Yeti,1.6 TDI,2013,61.000,Gri,855.000
583,11 Ekim 2024,"İstanbul
Küçükçekmece",Ford,Kuga,1.5 EcoBoost,2017,88.000,Yeşil,1.100.000
584,11 Ekim 2024,"Yozgat
Yerköy",Hyundai,Tucson,1.6 CRDi,2020,92.000,Gri,1.470.000
585,11 Ekim 2024,"Ankara
Akyurt",Volkswagen,Amarok,2.0 BITDI,2017,199.000,Siyah,1.320.000
586,11 Ekim 2024,"Tekirdağ
Kapaklı",Hyundai,Kona,1.0 T-GDI,2022,12.500,Kırmızı,1.155.000
587,11 Ekim 2024,"İzmir
Gaziemir",Peugeot,3008,1.5 BlueHDI,2020,121.081,Mavi,1.370.000
588,11 Ekim 2024,"Manisa
Kırkağaç",Nissan,Qashqai,1.6 Tekna,2012,159.000,Gri (Gümüş),920.000
589,11 Ekim 2024,"İstanbul
Pendik",Peugeot,5008,1.5 BlueHDI,2022,81.742,Mavi,1.649.900
590,11 Ekim 2024,"Manisa
Salihli",Peugeot,3008,1.5 BlueHDI,2024,6.001,Mavi,1.969.000
591,11 Ekim 2024,"Manisa
Salihli",Hyundai,ix35,1.6 GDI,2014,150.000,Beyaz,869.000
592,11 Ekim 2024,"Manisa
Salihli",Isuzu,D-Max,2.5 4x2,2012,180.000,Beyaz,795.000
593,11 Ekim 2024,"Manisa
Salihli",Peugeot,408,GT  ,2023,14.000,Kırmızı,1.759.000
594,11 Ekim 2024,"Hatay
Antakya",Mercedes,-,Benz GLA,2015,110.689,Beyaz,1.270.000
595,11 Ekim 2024,"Kocaeli
İzmit",Cupra,Formentor,1.5 TSI,2024,17.251,Siyah,1.999.500
596,11 Ekim 2024,"İzmir
Bornova",Toyota,Hilux,2.5 D-4D,2012,327.000,Yeşil,378.500
597,11 Ekim 2024,"Artvin
Hopa",Volkswagen,Tiguan,1.4 TSI,2016,61.300,Beyaz,1.497.000
598,11 Ekim 2024,"Diyarbakır
Bağlar",Ssangyong,Musso,Grand 2.2,2021,51.000,Kırmızı,1.100.000
599,11 Ekim 2024,"Diyarbakır
Bağlar",Mitsubishi,L,200 4x4,2020,104.000,Beyaz,1.250.000
600,11 Ekim 2024,"Ankara
Keçiören",BMW,X5,30d  ,2006,220.000,Gri,1.200.000
601,11 Ekim 2024,"Hatay
Antakya",Toyota,Hilux,2.5 D-4D,2013,168.000,Beyaz,725.000
602,11 Ekim 2024,"Adana
Seyhan",Chevrolet,Captiva,2.0 D,2011,208.000,Beyaz,636.000
603,11 Ekim 2024,"İstanbul
Ataşehir",Fiat,Egea,Cross 1.4,2021,81.000,Mavi,859.950
604,11 Ekim 2024,"İstanbul
Maltepe",Fiat,Egea,Cross 1.4,2023,62.088,Beyaz,776.750
605,11 Ekim 2024,"İstanbul
Maltepe",Tesla,Model,Y Long,2023,21.000,Beyaz,2.177.000
606,11 Ekim 2024,"İstanbul
Maltepe",Hyundai,Bayon,1.4 MPI,2022,69.523,Kırmızı,923.500
607,11 Ekim 2024,"Antalya
Serik",Fiat,Egea,Cross 1.4,2022,32.000,Beyaz,795.000
608,11 Ekim 2024,"Ankara
Akyurt",Isuzu,D-Max,2.5 4x4,2017,197.000,Beyaz,775.000
609,11 Ekim 2024,"Kocaeli
Başiskele",Subaru,Forester,2.0 Comfort,2009,223.000,Gri,640.000
610,11 Ekim 2024,"Adana
Seyhan",Dacia,Duster,1.3 Tce,2022,22.000,Yeşil,1.130.000
611,11 Ekim 2024,"Ankara
Akyurt",Toyota,Hilux,2.4 D-4D,2015,419.000,Beyaz,775.000
612,11 Ekim 2024,"Konya
Karatay",Kia,Stonic,1.4 MPI,2023,24.651,Kırmızı,1.095.000
613,11 Ekim 2024,"İstanbul
Maltepe",Hyundai,Tucson,1.6 CRDi,2022,74.434,Siyah,1.617.000
614,11 Ekim 2024,"İstanbul
Maltepe",Fiat,Egea,Cross 1.4,2023,75.475,Turuncu,766.000
615,11 Ekim 2024,"İstanbul
Maltepe",Ford,Ranger,2.0 EcoBlue,2020,138.674,Beyaz,1.051.750
616,11 Ekim 2024,"Ankara
Altındağ",Skoda,Yeti,1.6 TDI,2012,209.000,Beyaz,649.000
617,11 Ekim 2024,"Samsun
İlkadım",Nissan,X-Trail,2.0 dCi,2013,203.690,Beyaz,950.000
618,11 Ekim 2024,"Samsun
İlkadım",Renault,Kadjar,1.5 dCi,2015,179.716,Kırmızı,1.050.000
619,11 Ekim 2024,"Samsun
İlkadım",Audi,Q7,3.0 TDI,2012,269.275,Beyaz,1.675.000
620,11 Ekim 2024,"Samsun
İlkadım",Chery,Tiggo,8 Pro,2023,19.300,Mor,1.590.000
621,11 Ekim 2024,"Samsun
İlkadım",Porsche,Cayenne,S Diesel,2012,303.773,Siyah,2.850.000
622,11 Ekim 2024,"Samsun
İlkadım",Audi,Q7,3.0 TDI,2011,252.000,Beyaz,1.850.000
623,11 Ekim 2024,"İstanbul
Kartal",Fiat,Egea,Cross 1.6,2023,18.750,Mavi,1.239.000
624,11 Ekim 2024,"İstanbul
Kartal",Fiat,Egea,Cross 1.4,2023,55.056,Turuncu,804.000
625,11 Ekim 2024,"İstanbul
Kadıköy",Skoda,Kamiq,1.5 TSI,2023,10.694,Gri,1.605.000
626,11 Ekim 2024,"Bursa
Osmangazi",Jeep,Renegade,1.5 e-Hybrid,2023,7.505,Füme,1.709.000
627,11 Ekim 2024,"İstanbul
Esenyurt",DS,Automobiles,DS7 Crossback,2021,120.000,Gri,1.840.000
628,11 Ekim 2024,"Konya
Karatay",Toyota,Yaris,Cross 1.5,2023,33.470,Gri,1.355.000
629,11 Ekim 2024,"Bursa
Osmangazi",Opel,Mokka-e,Ultimate  ,2023,15.973,Yeşil,1.360.000
630,11 Ekim 2024,"İstanbul
Kadıköy",Land,Rover,Range Sport,2017,89.872,Siyah,3.450.000
631,11 Ekim 2024,"İstanbul
Kadıköy",Tesla,Model,Y Long,2023,6.675,Siyah,2.375.000
632,11 Ekim 2024,"İzmir
Buca",Peugeot,2008,1.6 e-HDi,2015,241.713,Gri,715.000
633,11 Ekim 2024,"Denizli
Pamukkale",Mitsubishi,L,200 4x4,2020,242.000,Beyaz,830.000
634,11 Ekim 2024,"İstanbul
Kadıköy",Citroen,C4,Cactus 1.2,2014,117.263,Kırmızı,695.000
635,11 Ekim 2024,"Rize
Merkez",Mitsubishi,L,200 4x2,2009,308.000,Gri,475.000
636,11 Ekim 2024,"İzmir
Gaziemir",Land,Rover,Discovery Sport,2018,146.489,Siyah,2.125.000
637,11 Ekim 2024,"Kayseri
Melikgazi",Hyundai,Bayon,1.4 MPI,2023,61.696,Beyaz,1.009.900
638,11 Ekim 2024,"Ankara
Keçiören",Volkswagen,Amarok,3.0 TDI,2020,146.000,Siyah,1.750.000
639,11 Ekim 2024,"İstanbul
Kartal",Renault,Kadjar,1.3 TCE,2022,64.507,Mavi,1.269.000
640,11 Ekim 2024,"Antalya
Kepez",Dacia,Duster,1.5 BlueDCI,2022,96.178,Beyaz,917.500
641,11 Ekim 2024,"Adana
Seyhan",Land,Rover,Discovery Sport,2018,120.000,Beyaz,1.875.000
642,11 Ekim 2024,"Rize
Ardeşen",Ford,Ranger,2.5 TDCi,2008,516.000,Siyah,495.000
643,11 Ekim 2024,"İstanbul
Maltepe",Porsche,Cayenne,3.0 V6,2021,62.991,Beyaz,10.100.000
644,11 Ekim 2024,"Konya
Karatay",Mitsubishi,L,200 4x4,2017,318.800,Beyaz,755.000
645,11 Ekim 2024,"İstanbul
Bağcılar",Mitsubishi,L,200 4x4,2016,291.000,Beyaz,650.000
646,11 Ekim 2024,"İstanbul
Kadıköy",Land,Rover,Range 4.4,2020,120.000,Gri,12.500.000
647,11 Ekim 2024,"Konya
Karatay",Isuzu,D-Max,2.5 4x2,2016,246.966,Gri,625.000
648,11 Ekim 2024,"Adana
Seyhan",Mitsubishi,Outlander,2.0 DI-D,2008,240.000,Siyah,570.000
649,11 Ekim 2024,"Diyarbakır
Bağlar",Mitsubishi,L,200 4x4,2014,400.000,Beyaz,450.000
650,11 Ekim 2024,"İstanbul
Kadıköy",Land,Rover,Range 4.4,2020,120.000,Gri,12.500.000
651,11 Ekim 2024,"Konya
Karatay",Isuzu,D-Max,2.5 4x2,2016,246.966,Gri,625.000
652,11 Ekim 2024,"Adana
Seyhan",Mitsubishi,Outlander,2.0 DI-D,2008,240.000,Siyah,570.000
653,11 Ekim 2024,"Diyarbakır
Bağlar",Mitsubishi,L,200 4x4,2014,400.000,Beyaz,450.000
654,11 Ekim 2024,"İstanbul
Beşiktaş",BMW,X5,30d xDrive,2012,230.000,Siyah,1.645.000
655,11 Ekim 2024,"Ankara
Çubuk",Ford,Ranger,2.2 TDCi,2016,131.800,Mavi (metalik),1.395.000
656,11 Ekim 2024,"Diyarbakır
Bağlar",Mitsubishi,L,200 4x4,2019,88.560,Beyaz,869.500
657,11 Ekim 2024,"İstanbul
Beşiktaş",Audi,Q8,E-Tron S,2023,0,Siyah,6.850.000
658,11 Ekim 2024,"İstanbul
Beşiktaş",Maserati,Grecale,2.0  ,2022,0,Siyah,7.950.000
659,11 Ekim 2024,"İstanbul
Beşiktaş",Maserati,Levante,2.0 GT,2022,0,Siyah,8.750.000
660,11 Ekim 2024,"Antalya
Kepez",Volkswagen,T-Roc,1.5 TSI,2020,54.654,Kırmızı,1.225.000
661,11 Ekim 2024,"Kayseri
Melikgazi",Hyundai,Santa,Fe 2.0,2006,415.000,Lacivert,399.000
662,11 Ekim 2024,"Erzincan
Merkez",Honda,HR-V,1.5 i-VTEC,2020,53.000,Kırmızı,1.350.000
663,11 Ekim 2024,"İstanbul
Eyüpsultan",Ssangyong,Kyron,2.0 XDI,2011,172.000,Beyaz,550.000
664,11 Ekim 2024,"İstanbul
Ataşehir",Mercedes,-,Benz X,2018,190.000,Siyah,1.549.000
665,11 Ekim 2024,"Şanlıurfa
Siverek",Mercedes,-,Benz GL,2008,465.000,Siyah,1.185.000
666,11 Ekim 2024,"İstanbul
Kadıköy",BMW,iX1,X Line,2023,6.265,Yeşil,2.600.000
667,11 Ekim 2024,"İstanbul
Kadıköy",Audi,Q5,45 TFSI,2023,6.231,Yeşil,4.890.000
668,10 Ekim 2024,"Konya
Ereğli",Skoda,Karoq,1.5 TSI,2020,80.000,Gri,1.650.000
669,10 Ekim 2024,"İstanbul
Küçükçekmece",Opel,Mokka,1.6 Cosmo,2012,183.000,Kahverengi,695.000
670,10 Ekim 2024,"İstanbul
Üsküdar",Nissan,X-Trail,2.0 Luxury,2004,300.000,Bej,515.000
671,10 Ekim 2024,"Aydın
Efeler",Jeep,Cherokee,2.4 Sport,2004,406.000,Siyah,550.000
672,10 Ekim 2024,"Bursa
Nilüfer",Chery,Omoda,5 1.6,2023,7.210,Gri,1.410.000
673,10 Ekim 2024,"Ankara
Çankaya",Peugeot,408,GT  ,2023,15.000,Mavi,1.730.000
674,10 Ekim 2024,"İzmir
Buca",Volvo,XC60,2.0 D4,2013,240.000,Beyaz,1.175.000
675,10 Ekim 2024,"Trabzon
Ortahisar",Honda,HR-V,1.5 e-HEV,2023,3.290,Beyaz,1.750.000
676,10 Ekim 2024,"Bursa
Nilüfer",Chery,Tiggo,8 Pro,2023,26.709,Siyah,1.545.000
677,10 Ekim 2024,"Ankara
Çankaya",Peugeot,5008,1.6 BlueHDi,2017,78.000,Beyaz,1.575.000
678,10 Ekim 2024,"Mersin
Mezitli",Dacia,Duster,1.5 dCi,2012,47.700,Siyah,750.000
679,10 Ekim 2024,"Muğla
Fethiye",Volkswagen,Tiguan,1.5 TSI,2021,19.500,Beyaz,1.685.000
680,10 Ekim 2024,"Balıkesir
Edremit",Fiat,Fullback,2.4 D,2016,105.000,Beyaz,775.000
681,10 Ekim 2024,"İstanbul
Üsküdar",Toyota,RAV,4 2.5,2020,114.000,Beyaz,2.069.750
682,10 Ekim 2024,"Antalya
Muratpaşa",Volvo,XC60,2.0 D4,2018,128.000,Beyaz,2.565.000
683,10 Ekim 2024,"Muğla
Fethiye",Volkswagen,Tiguan,1.6 TDi,2017,180.000,Beyaz,1.100.000
684,10 Ekim 2024,"İstanbul
Üsküdar",Suzuki,S-Cross,1.4 Hybrid,2022,58.000,Turuncu,1.359.750
685,10 Ekim 2024,"Ankara
Çankaya",Jeep,Cherokee,4.0 Sport,1998,243.000,Beyaz,780.000
686,10 Ekim 2024,"İzmir
Bornova",Nissan,Juke,1.6 Tekna,2012,97.000,Siyah,739.900
687,10 Ekim 2024,"İstanbul
Üsküdar",Renault,Captur,1.3 TCe,2023,14.000,Turuncu,1.389.750
688,10 Ekim 2024,"Samsun
Bafra",Toyota,Hilux,2.4 D,1990,400.000,Beyaz,265.000
689,10 Ekim 2024,"Niğde
Merkez",Chevrolet,Captiva,2.0 D,2013,109.000,Beyaz,995.000
690,10 Ekim 2024,"İstanbul
Üsküdar",Peugeot,408,Allure  ,2023,27.000,Beyaz,1.499.750
691,10 Ekim 2024,"İstanbul
Üsküdar",Nissan,Qashqai,1.6 Black,2012,141.000,Siyah,889.750
692,10 Ekim 2024,"Konya
Karatay",Fiat,Egea,Cross 1.5,2022,52.129,Beyaz,1.075.000
693,10 Ekim 2024,"İstanbul
Üsküdar",Ford,Kuga,1.6 EcoBoost,2014,136.000,Beyaz,1.099.750
694,10 Ekim 2024,"İstanbul
Üsküdar",Alfa,Romeo,Tonale 1.6,2023,48.000,Kırmızı,1.629.750
695,10 Ekim 2024,"Konya
Karatay",Fiat,Egea,Cross 1.6,2022,37.560,Beyaz,950.000
696,10 Ekim 2024,"Kayseri
Melikgazi",Kia,Sorento,2.5 CRDi,2006,284.000,Gri,620.000
697,10 Ekim 2024,"Denizli
Merkezefendi",Honda,HR-V,1.5 e-HEV,2021,47.500,Beyaz,1.625.000
698,10 Ekim 2024,"İstanbul
Pendik",Nissan,Qashqai,1.5 dCi,2017,138.000,Mavi,1.075.000
699,10 Ekim 2024,"Burdur
Merkez",Opel,Grandland,X 1.2,2020,50.000,Beyaz,1.285.000
700,10 Ekim 2024,"Ankara
Pursaklar",Ford,Puma,1.0 EcoBoost,2023,9.500,Beyaz,1.125.000
701,10 Ekim 2024,"İstanbul
Pendik",Dacia,Duster,1.5 dCi,2015,112.000,Füme,595.000
702,10 Ekim 2024,"Çanakkale
Merkez",Dacia,Duster,1.5 dCi,2017,53.000,Siyah,840.000
703,10 Ekim 2024,"Kırşehir
Merkez",Nissan,Qashqai,1.5 e-Power,2022,27.000,Beyaz,1.745.000
704,10 Ekim 2024,"Antalya
Kepez",Peugeot,3008,1.5 BlueHDI,2022,45.000,Kırmızı,1.675.750
705,10 Ekim 2024,"İstanbul
Bağcılar",Ford,Ranger,2.5 TDCi,2012,201.000,Gri,550.000
706,10 Ekim 2024,"İstanbul
Bağcılar",Skoda,Karoq,1.5 TSI,2021,68.000,Mavi,1.670.000
707,10 Ekim 2024,"İstanbul
Bağcılar",Ford,Kuga,1.5 EcoBoost,2023,21.000,Beyaz,1.940.000
708,10 Ekim 2024,"İstanbul
Bağcılar",Opel,Mokka-e,Ultimate  ,2023,6.125.000,Yeşil,1.310.000
709,10 Ekim 2024,"İstanbul
Bağcılar",Citroen,C4,Cactus 1.2,2015,213.000,Gri,595.000
710,10 Ekim 2024,"İstanbul
Bağcılar",Chery,Tiggo,7 Pro,2023,8.000,Beyaz,1.480.000
711,10 Ekim 2024,"İstanbul
Bağcılar",Peugeot,2008,1.2 PureTech,2023,46.000,Turuncu,1.550.000
712,10 Ekim 2024,"Muğla
Menteşe",Nissan,Qashqai,1.5 dCi,2016,174.000,Beyaz,950.000
713,10 Ekim 2024,"Antalya
Kepez",Land,Rover,Range Sport,2017,117.000,Siyah,3.395.750
714,10 Ekim 2024,"Afyonkarahisar
Şuhut",Citroen,C5,Aircross 1.6,2020,133.000,Gri (metalik),1.410.000
715,10 Ekim 2024,"Ankara
Sincan",Opel,Mokka,X 1.4,2017,96.000,Lacivert,980.000
716,10 Ekim 2024,"Antalya
Kepez",Volkswagen,Amarok,2.0 TDI,2023,7.500,Gri,2.575.750
717,10 Ekim 2024,"İstanbul
Tuzla",Skoda,Karoq,1.6 TDI,2018,99.979,Gri,1.460.000
718,10 Ekim 2024,"İstanbul
Tuzla",Citroen,C5,Aircross 1.5,2019,86.100,Beyaz,1.360.000
719,10 Ekim 2024,"İstanbul
Tuzla",Mitsubishi,L,200 4x4,2021,173.000,Beyaz,1.189.999
720,10 Ekim 2024,"Konya
Seydişehir",Fiat,Freemont,2.0 Multijet,2012,280.000,Gri,789.850
721,10 Ekim 2024,"Kocaeli
İzmit",Peugeot,2008,1.2 PureTech,2020,123.309,Turuncu,1.199.000
722,10 Ekim 2024,"İstanbul
Ataşehir",Citroen,C3,Aircross 1.2,2023,57.500,Beyaz,1.158.000
723,10 Ekim 2024,"İstanbul
Gaziosmanpaşa",MG,ZS,1.0 T-GDI,2023,8.200,Beyaz,1.240.000
724,10 Ekim 2024,"Konya
Selçuklu",Dacia,Duster,1.5 dCi,2013,325.000,Beyaz,550.000
725,10 Ekim 2024,"İstanbul
Şişli",Nissan,Juke,1.5 dCi,2012,170.050,Kırmızı,675.000
726,10 Ekim 2024,"Bursa
Nilüfer",Seat,Arona,1.0 EcoTSI,2023,8.600,Gri,1.299.000
727,10 Ekim 2024,"Ağrı
Merkez",Chery,Omoda,5 1.6,2024,7.000,Siyah,1.380.000
728,10 Ekim 2024,"Trabzon
Ortahisar",Honda,CR-V,1.6 i-DTEC,2016,164.000,Siyah,1.265.000
729,10 Ekim 2024,"Aydın
Kuşadası",Peugeot,3008,1.5 BlueHDI,2020,78.000,Kırmızı,1.430.000
730,10 Ekim 2024,"Ordu
Altınordu",Nissan,Qashqai,1.6 dCi,2016,170.000,Beyaz,1.150.000
731,10 Ekim 2024,"İstanbul
Beşiktaş",Kia,Sportage,1.6 CRDI,2020,73.000,Beyaz,1.350.000
732,10 Ekim 2024,"İstanbul
Bayrampaşa",Seat,Arona,1.6 TDI,2019,48.890,Beyaz,1.300.000
733,10 Ekim 2024,"Ankara
Kahramankazan",Citroen,C5,Aircross 1.5,2019,86.000,Beyaz,1.299.000
734,10 Ekim 2024,"Bursa
Nilüfer",Dacia,Duster,1.5 dCi,2015,174.000,Beyaz,729.750
735,10 Ekim 2024,"Adıyaman
Besni",Daihatsu,Terios,1.5 Silver,2008,300.000,Gri (Gümüş),605.000
736,10 Ekim 2024,"Aydın
Kuyucak",Nissan,Qashqai,1.6 dCi,2015,96.000,Beyaz,1.120.000
737,10 Ekim 2024,"Bursa
Nilüfer",Chery,Omoda,5 1.6,2023,9.881,Beyaz,1.365.000
738,10 Ekim 2024,"Bursa
Nilüfer",Skoda,Kodiaq,1.5 TSI,2022,32.000,Gri (metalik),2.255.000
739,10 Ekim 2024,"Balıkesir
Gönen",Dacia,Duster,1.6 Sce,2020,59.100,Mavi,845.000
740,10 Ekim 2024,"İstanbul
Çekmeköy",Peugeot,3008,1.5 BlueHDI,2023,18.500,Füme,1.805.000
741,10 Ekim 2024,"İstanbul
Bağcılar",Dacia,Sandero,Stepway 1.0,2021,61.000,Mavi,805.000
742,10 Ekim 2024,"İstanbul
Tuzla",Mitsubishi,L,200 4x4,2020,94.397,Beyaz,1.350.000
743,10 Ekim 2024,"İzmir
Aliağa",Volkswagen,Tiguan,1.4 TSI,2012,139.000,Kırmızı,795.000
744,10 Ekim 2024,"Elazığ
Kovancılar",Volkswagen,Taigo,1.0 TSI,2024,7.400,Gri,1.430.000
745,10 Ekim 2024,"Giresun
Bulancak",Dacia,Duster,1.0 ECO-G,2022,20.000,Yeşil,975.000
746,10 Ekim 2024,"İstanbul
Gaziosmanpaşa",Fiat,Egea,Cross 1.4,2023,23.000,Beyaz,860.000
747,10 Ekim 2024,"Kocaeli
Çayırova",Skoda,Kodiaq,1.5 TSI,2021,73.300,Gri,2.100.000
748,10 Ekim 2024,"Manisa
Yunusemre",Opel,Crossland,X 1.5,2020,33.500,Gri,974.000
749,10 Ekim 2024,"İzmir
Balçova",Chevrolet,Captiva,2.0 D,2010,112.000,Siyah,825.000
750,10 Ekim 2024,"Ankara
Keçiören",Hyundai,Bayon,1.4 MPI,2024,6.000,Füme,1.210.000
751,10 Ekim 2024,"Kocaeli
Gölcük",Chery,Tiggo,7 Pro,2023,14.480,Beyaz,1.392.000
752,10 Ekim 2024,"İstanbul
Başakşehir",MG,HS,1.5 T-GDI,2023,14.000,Beyaz,1.460.000
753,10 Ekim 2024,"Bursa
Nilüfer",Peugeot,2008,1.5 BlueHDI,2020,76.000,Gri (titanyum),1.250.000
754,10 Ekim 2024,"İstanbul
Beşiktaş",Hyundai,Bayon,1.4 MPI,2024,6.001,Gri,1.295.000
755,10 Ekim 2024,"İstanbul
Başakşehir",Hyundai,Tucson,1.6 T-GDi,2015,84.000,Beyaz,1.320.000
756,10 Ekim 2024,"Artvin
Merkez",Dacia,Sandero,Stepway 1.0,2021,104.000,Beyaz,765.000
757,10 Ekim 2024,"Bursa
Nilüfer",MINI,Cooper,Countryman 1.6,2011,155.000,Gri,845.000
758,10 Ekim 2024,"Ankara
Etimesgut",Kia,Sorento,2.5 CRDi,2006,215.000,Siyah,579.000
759,10 Ekim 2024,"Düzce
Merkez",Chevrolet,Captiva,2.0 D,2013,198.000,Şampanya,810.000
760,10 Ekim 2024,"Ordu
Altınordu",Mitsubishi,L,200 4x4,2006,210.000,Mavi,490.000
761,10 Ekim 2024,"Düzce
Merkez",Chery,Omoda,5 1.6,2023,15.000,Füme,1.310.000
762,10 Ekim 2024,"Düzce
Merkez",Ford,Kuga,1.5 EcoBlue,2020,145.000,Siyah,1.275.000
763,10 Ekim 2024,"Kocaeli
Gebze",Citroen,C5,Aircross 1.5,2019,50.980,Beyaz,1.425.000
