,Advert Date,City,Brand,Model,Motor,Year,Kilometres,Colors,Price
0,11 Ekim 2024,"Bursa
Nilüfer",BMW,X3,20i sDrive,2014,187.000,Beyaz,1.349.000
1,11 Ekim 2024,"Edirne
Keşan",Honda,CR-V,1.6 i-DTEC,2013,221.000,Gri (metalik),945.000
2,11 Ekim 2024,"İstanbul
Bağcılar",Citroen,C3,Aircross 1.2,2021,102.000,Füme,1.095.000
3,10 Ekim 2024,"İzmir
Buca",Ssangyong,Kyron,2.0 L,2011,330.000,Beyaz,625.000
4,10 Ekim 2024,"Isparta
Merkez",Nissan,Qashqai,1.5 dCi,2013,100.000,Beyaz,895.000
5,10 Ekim 2024,"Isparta
Merkez",Opel,Crossland,X 1.2,2020,62.000,Siyah,980.000
6,10 Ekim 2024,"Ankara
Yenimahalle",Nissan,Qashqai,1.3 DIG-T,2022,25.500,Beyaz,1.665.000
7,10 Ekim 2024,"Hatay
Dörtyol",Nissan,Qashqai,1.5 e-Power,2023,34.000,Beyaz,1.750.000
8,10 Ekim 2024,"Tekirdağ
Çorlu",Porsche,Cayenne,S Diesel,2015,216.000,Beyaz,3.970.000
9,10 Ekim 2024,"Ankara
Çankaya",Hyundai,Tucson,1.6 CRDi,2020,37.000,Beyaz,1.710.000
10,10 Ekim 2024,"Konya
Karatay",Fiat,Egea,Cross 1.4,2022,88.000,Mavi (metalik),780.000
11,10 Ekim 2024,"Konya
Karatay",Volkswagen,Tiguan,2.0 TDI,2015,86.000,Beyaz,1.325.000
12,09 Ekim 2024,"Konya
Karatay",Skywell,ET5,Legend  ,2023,32.000,Mavi (metalik),1.490.000
13,09 Ekim 2024,"Konya
Karatay",Peugeot,408,Allure  ,2023,41.000,Gri,1.515.000
14,09 Ekim 2024,"İstanbul
Arnavutköy",Volkswagen,Tiguan,1.4 TSI,2010,172.000,Beyaz,749.000
15,09 Ekim 2024,"Rize
Merkez",Mitsubishi,L,200 4x2,2000,250.000,Füme,360.000
16,09 Ekim 2024,"Şanlıurfa
Karaköprü",Nissan,Qashqai,1.5 dCi,2017,147.000,Beyaz,860.000
17,09 Ekim 2024,"Ankara
Çankaya",Kia,Sportage,1.6 GDI,2015,122.965,Siyah,958.750
18,09 Ekim 2024,"Bursa
Nilüfer",Nissan,Juke,1.0 DIG-T,2021,31.912,Gri,1.180.000
19,09 Ekim 2024,"Giresun
Bulancak",Volkswagen,Tiguan,2.0 TDI,2016,103.000,Siyah,2.050.000
20,09 Ekim 2024,"Bursa
Orhaneli",Peugeot,2008,1.2 PureTech,2020,109.375,Füme,1.295.000
21,08 Ekim 2024,"Malatya
Yeşilyurt",Fiat,Egea,Cross 1.4,2023,10.000,Turuncu,849.000
22,08 Ekim 2024,"Diyarbakır
Bismil",Seat,Ateca,1.6 TDI,2019,155.000,Lacivert,1.345.000
23,08 Ekim 2024,"Ankara
Etimesgut",Volkswagen,T-Roc,1.5 TSI,2022,29.200,Mavi (metalik),1.700.000
24,08 Ekim 2024,"İstanbul
Kadıköy",Nissan,Qashqai,1.6 dCi,2018,105.000,Siyah,1.320.000
25,08 Ekim 2024,"İstanbul
Bahçelievler",Nissan,Qashqai,1.3 DIG-T,2020,68.000,Siyah,1.389.000
26,08 Ekim 2024,"İstanbul
Bağcılar",Peugeot,3008,1.6 PureTech,2020,59.000,Kırmızı,1.685.000
27,08 Ekim 2024,"İstanbul
Üsküdar",Chery,Tiggo,8 Pro,2023,6.001,Füme,1.649.000
28,08 Ekim 2024,"Afyonkarahisar
Merkez",Hyundai,Tucson,1.6 CRDi,2020,92.000,Beyaz,1.350.000
29,08 Ekim 2024,"Bursa
Nilüfer",Chery,Omoda,5 1.6,2023,21.605,Lacivert,1.400.000
30,08 Ekim 2024,"Tekirdağ
Çorlu",Volvo,XC60,2.0 D4,2019,188.000,Siyah,2.670.000
31,08 Ekim 2024,"İstanbul
Esenyurt",Opel,Crossland,1.5 T,2022,100.000,Gri,1.040.000
32,08 Ekim 2024,"İstanbul
Beykoz",BMW,X1,20d xDrive,2010,184.000,Siyah,1.245.000
33,08 Ekim 2024,"İstanbul
Bağcılar",Peugeot,3008,1.5 BlueHDI,2023,18.000,Beyaz,1.727.500
34,08 Ekim 2024,"İstanbul
Beşiktaş",Volvo,XC40,P6 Recharge,2023,13.700,Mavi,2.100.000
35,08 Ekim 2024,"Balıkesir
Karesi",TOGG,T10X,V2  ,2023,6.450,Kırmızı,1.675.000
36,08 Ekim 2024,"Afyonkarahisar
Merkez",Fiat,Egea,Cross 1.4,2021,29.000,Beyaz,829.750
37,08 Ekim 2024,"Kocaeli
Çayırova",Jeep,Grand,Cherokee 3.0,2011,221.000,Füme,925.000
38,08 Ekim 2024,"Muş
Merkez",Mitsubishi,L,200 4x4,2017,132.000,Beyaz,915.000
39,08 Ekim 2024,"Muş
Merkez",Nissan,Navara,2.3 dCi,2017,181.000,Beyaz,785.000
40,08 Ekim 2024,"İstanbul
Esenler",Honda,CR-V,1.6 i-DTEC,2015,196.000,Kahverengi,1.120.000
41,08 Ekim 2024,"Adıyaman
Besni",Nissan,Qashqai,1.5 dCi,2012,155.000,Beyaz,839.000
42,08 Ekim 2024,"İstanbul
Bakırköy",Seat,Arona,1.0 EcoTSI,2021,20.000,Füme,1.175.000
43,08 Ekim 2024,"Konya
Karatay",Audi,Q2,35 TFSI,2020,69.800,Beyaz,1.628.000
44,08 Ekim 2024,"Burdur
Tefenni",Mitsubishi,L,200 4x2,2013,204.000,Gri (Gümüş),550.000
45,07 Ekim 2024,"Ankara
Çankaya",Kia,Sportage,1.6 T-GDI,2016,210.000,Gri,1.075.000
46,07 Ekim 2024,"Kars
Merkez",Volkswagen,Taigo,1.0 TSI,2022,49.000,Beyaz,1.239.750
47,07 Ekim 2024,"Kars
Merkez",Jeep,Renegade,1.5 e-Hybrid,2023,29.000,Gri,1.500.000
48,07 Ekim 2024,"Bursa
Osmangazi",Peugeot,408,Allure  ,2023,14.849,Füme,1.569.000
49,07 Ekim 2024,"İstanbul
Sultanbeyli",Subaru,Forester,2.0 TD,2016,270.000,Siyah,1.138.500
50,07 Ekim 2024,"Ankara
Akyurt",Land,Rover,Range 4.4,2014,93.000,Siyah,7.900.000
51,07 Ekim 2024,"Mardin
Artuklu",Chery,Omoda,5 1.6,2023,16.000,Yeşil,1.175.000
52,06 Ekim 2024,"Bolu
Merkez",Hyundai,Tucson,1.6 T-GDi,2023,15.000,Füme,2.025.000
53,06 Ekim 2024,"Diyarbakır
Bismil",Kia,Sportage,1.6 GDI,2013,256.000,Siyah,742.000
54,06 Ekim 2024,"Kayseri
Melikgazi",Ssangyong,Actyon,Sports 2.0,2008,318.000,Gri,330.000
55,06 Ekim 2024,"Şanlıurfa
Siverek",Renault,Kadjar,1.5 dCi,2015,256.000,Lacivert,885.000
56,05 Ekim 2024,"Aksaray
Merkez",Peugeot,2008,1.2 PureTech,2023,15.500,Kırmızı,1.625.000
57,05 Ekim 2024,"Ordu
Ünye",Isuzu,D-Max,1.9 D,2023,6.250,Beyaz,2.150.000
58,05 Ekim 2024,"Malatya
Yeşilyurt",Hyundai,Bayon,1.4 MPI,2022,43.000,Yeşil,1.039.000
59,05 Ekim 2024,"Ankara
Yenimahalle",Hyundai,Tucson,1.6 T-GDi,2017,170.000,Beyaz,1.230.000
60,05 Ekim 2024,"Sakarya
Serdivan",Land,Rover,Freelander 2.2,2011,160.000,Beyaz,1.285.000
61,05 Ekim 2024,"Bursa
Nilüfer",Ford,Kuga,1.5 TDCi,2018,129.000,Beyaz,999.999
62,05 Ekim 2024,"İstanbul
Sarıyer",Land,Rover,Range Velar,2017,164.000,Kahverengi,3.250.000
63,05 Ekim 2024,"Antalya
Konyaaltı",Mazda,CX-3,1.5 Reflex,2016,188.000,Beyaz,895.000
64,05 Ekim 2024,"Konya
Karatay",Ford,Ranger,2.2 TDCi,2016,85.000,Mavi,1.290.000
65,05 Ekim 2024,"Konya
Karatay",Opel,Mokka,1.2 T,2023,9.900,Mavi,1.425.000
66,04 Ekim 2024,"Bursa
Nilüfer",Fiat,Egea,Cross 1.4,2021,25.053,Beyaz,880.000
67,04 Ekim 2024,"Balıkesir
Edremit",Mitsubishi,L,200 4x2,2011,191.900,Gri (Gümüş),515.000
68,04 Ekim 2024,"Düzce
Cumayeri",Daihatsu,Terios,1.3  ,2008,128.000,Beyaz,525.000
69,04 Ekim 2024,"Antalya
Alanya",Nissan,Navara,2.3 dCi,2021,54.600,Turuncu,1.298.000
70,04 Ekim 2024,"Kayseri
Kocasinan",Volvo,XC90,2.0 B5,2022,26.000,Siyah,4.975.000
71,04 Ekim 2024,"İzmir
Gaziemir",Land,Rover,Discovery 3.0,2016,88.475,Beyaz,3.150.000
72,04 Ekim 2024,"Antalya
Muratpaşa",Ford,Puma,1.0 EcoBoost,2021,51.000,Gri,1.104.950
73,04 Ekim 2024,"Malatya
Yeşilyurt",Dacia,Duster,1.6 Sce,2020,82.000,Beyaz,850.000
74,03 Ekim 2024,"İstanbul
Sancaktepe",Nissan,Juke,1.5 dCi,2014,133.000,Sarı,695.000
75,03 Ekim 2024,"Bursa
Nilüfer",Seat,Arona,1.0 EcoTSI,2022,46.655,Kırmızı,1.150.000
76,03 Ekim 2024,"İzmir
Gaziemir",Nissan,Qashqai,1.2 DIG-T,2016,68.026,Gri,1.000.000
77,02 Ekim 2024,"Bursa
Mudanya",Toyota,Corolla,Cross 1.8,2023,40.000,Beyaz,1.555.555
78,02 Ekim 2024,"Konya
Karatay",Volkswagen,Tiguan,1.5 TSI,2021,52.000,Gri,1.879.000
79,02 Ekim 2024,"Diyarbakır
Bağlar",Dacia,Duster,1.5 BlueDCI,2020,98.000,Beyaz,700.000
80,02 Ekim 2024,"Hatay
İskenderun",Peugeot,2008,1.5 BlueHDI,2019,126.500,Beyaz,965.000
81,02 Ekim 2024,"Bursa
Osmangazi",Peugeot,2008,1.2 PureTech,2023,11.007,Gri,1.515.000
82,02 Ekim 2024,"Sakarya
Erenler",Nissan,Pathfinder,3.3 V6,1998,247.000,Siyah,490.000
83,02 Ekim 2024,"Bursa
Nilüfer",Kia,Sportage,1.6 CRDI,2020,108.489,Gri,1.245.000
84,02 Ekim 2024,"İstanbul
Bağcılar",Mercedes,-,Benz GLC,2022,32.400,Füme,4.615.000
85,01 Ekim 2024,"Bursa
İnegöl",Opel,Grandland,X 1.6,2017,46.000,Bordo,1.225.000
86,01 Ekim 2024,"Bursa
Nilüfer",Nissan,Qashqai,1.5 dCi,2013,252.077,Beyaz,720.000
87,01 Ekim 2024,"Ordu
Gülyalı",Ssangyong,Musso,Grand 2.2,2022,40.000,Lacivert,1.487.000
88,30 Eylül 2024,"Ankara
Akyurt",Citroen,C5,Aircross 1.5,2023,12.000,Mavi,1.680.000
89,30 Eylül 2024,"Denizli
Merkezefendi",Ford,Kuga,2.0 TDCi,2011,293.924,Beyaz,760.000
90,30 Eylül 2024,"Antalya
Korkuteli",Ford,Ranger,2.5 TDCi,2007,351.000,Siyah,365.000
91,30 Eylül 2024,"Şanlıurfa
Siverek",Nissan,Qashqai,1.5 dCi,2017,169.500,Beyaz,1.020.000
92,30 Eylül 2024,"Mersin
Erdemli",Nissan,Skystar,4x2  ,2004,395.000,Siyah,445.000
93,30 Eylül 2024,"Aksaray
Merkez",Volvo,XC90,2.0 D5,2019,92.500,Mavi (metalik),4.150.000
94,29 Eylül 2024,"Yozgat
Sorgun",Fiat,Egea,Cross 1.4,2023,36.900,Beyaz,785.000
95,28 Eylül 2024,"İstanbul
Ümraniye",Volkswagen,T-Roc,1.5 TSI,2021,35.000,Kırmızı,1.590.000
96,28 Eylül 2024,"Konya
Karapınar",Kia,Sportage,2.0 CRDi,2008,106.000,Gri,765.000
97,25 Eylül 2024,"Bursa
Nilüfer",Peugeot,2008,1.2 PureTech,2023,26.407,Kırmızı,1.515.000
98,24 Eylül 2024,"Tokat
Erbaa",Kia,Sportage,1.6 GDI,2015,110.000,Beyaz,999.999
99,24 Eylül 2024,"İzmir
Menemen",Skoda,Yeti,1.4 TSI,2016,63.000,Beyaz,950.000
100,21 Eylül 2024,"Ankara
Keçiören",Nissan,X-Trail,1.6 dCi,2015,158.000,Beyaz,1.164.500
101,19 Eylül 2024,"İzmir
Karşıyaka",BMW,X3,20d xDrive,2011,208.600,Gri,1.129.000
102,17 Eylül 2024,"Sakarya
Serdivan",Volkswagen,Tiguan,2.0 TDI,2016,115.000,Kırmızı,1.530.000
103,16 Eylül 2024,"Gaziantep
Şehitkamil",Toyota,Hilux,2.4 D-4D,2022,6.001,Beyaz,1.850.000
104,13 Eylül 2024,"İstanbul
Kadıköy",Subaru,Outback,2.0 D,2016,160.000,Gri (Gümüş),1.179.000
105,12 Eylül 2024,"Trabzon
Ortahisar",Ford,Kuga,1.5 EcoBoost,2015,109.000,Füme,925.000
106,26 Ağustos 2024,"İzmir
Ödemiş",Nissan,Qashqai,1.5 dCi,2012,312.000,Beyaz,635.000
107,11 Ekim 2024,"Sakarya
Erenler",Jeep,Cherokee,2.8 CRD,2004,250.000,Siyah,395.000
108,11 Ekim 2024,"Eskişehir
Odunpazarı",Seat,Tarraco,1.5 EcoTSI,2023,12.000,Beyaz,1.955.000
109,10 Ekim 2024,"Kayseri
Kocasinan",Mitsubishi,L,200 4x4,2018,298.000,Gri,720.000
110,10 Ekim 2024,"Kayseri
Kocasinan",Isuzu,D-Max,2.5 4x2,2017,152.000,Beyaz,747.750
111,10 Ekim 2024,"Kayseri
Kocasinan",Mitsubishi,L,200 4x4,2017,251.000,Beyaz,647.500
112,09 Ekim 2024,"Erzincan
Merkez",Dacia,Duster,1.5 dCi,2017,253.000,Beyaz,680.000
113,07 Ekim 2024,"Eskişehir
Odunpazarı",Audi,Q2,35 TFSI,2021,120.000,Kırmızı,1.679.000
114,05 Ekim 2024,"Malatya
Yeşilyurt",Hyundai,Bayon,1.4 MPI,2022,53.000,Gri,1.030.000
115,05 Ekim 2024,"Yozgat
Sorgun",TOGG,T10X,V2  ,2023,17.200,Kırmızı,1.365.000
116,03 Ekim 2024,"Eskişehir
Odunpazarı",Nissan,Qashqai,1.6 Tekna,2012,128.000,Mor,848.500
117,03 Ekim 2024,"Eskişehir
Odunpazarı",Fiat,Egea,Cross 1.4,2021,88.000,Yeşil (metalik),813.500
118,01 Ekim 2024,"Şanlıurfa
Siverek",Volvo,XC40,P6 Recharge,2023,36.000,Siyah,2.000.000
119,29 Eylül 2024,"Sivas
Merkez",Hyundai,Tucson,1.6 T-GDi,2018,105.000,Beyaz,1.345.000
120,29 Eylül 2024,"Giresun
Merkez",Renault,Kadjar,1.5 dCi,2016,198.000,Beyaz,975.000
121,20 Eylül 2024,"İstanbul
Esenler",Nissan,Juke,1.6 Platinum,2012,130.000,Bordo,735.000
122,11 Ekim 2024,"Edirne
Merkez",Kia,Sportage,1.6 GDI,2014,121.000,Siyah,1.035.000
123,11 Ekim 2024,"İstanbul
Esenler",Ford,Ranger,2.2 TDCi,2018,223.000,Gri,995.000
124,11 Ekim 2024,"Antalya
Muratpaşa",Volvo,XC60,2.0 D4,2012,295.000,Beyaz,1.200.000
125,11 Ekim 2024,"İstanbul
Eyüpsultan",Seat,Ateca,1.4 TSI,2024,12.000,Yeşil,2.100.000
126,11 Ekim 2024,"Manisa
Turgutlu",Ford,Kuga,1.5 TDCi,2017,130.000,Beyaz,1.110.000
127,11 Ekim 2024,"İstanbul
Ümraniye",Suzuki,Vitara,1.4 S,2017,89.000,Kırmızı,1.115.000
128,11 Ekim 2024,"Manisa
Soma",Peugeot,2008,1.2 PureTech,2021,29.000,Kırmızı,1.100.000
129,11 Ekim 2024,"Muğla
Milas",Peugeot,3008,1.5 BlueHDI,2023,20.787,Gri,1.859.500
130,11 Ekim 2024,"Ankara
Çankaya",MG,ZS,1.5 VTI,2022,27.000,Kırmızı,925.000
131,11 Ekim 2024,"İstanbul
Bahçelievler",BMW,X5,25d xDrive,2015,231.000,Siyah,2.150.000
132,11 Ekim 2024,"Bursa
Osmangazi",Toyota,Corolla,Cross 1.8,2022,30.000,Siyah,1.625.750
133,11 Ekim 2024,"Çorum
Sungurlu",Hyundai,Tucson,1.6 T-GDi,2017,120.000,Siyah,1.349.000
134,11 Ekim 2024,"Muğla
Bodrum",Dacia,Duster,1.5 dCi,2018,240.000,Bej,750.000
135,11 Ekim 2024,"Aydın
Söke",Mitsubishi,L,200 4x2,2017,172.000,Beyaz,887.000
136,11 Ekim 2024,"Van
Edremit",Dacia,Duster,1.5 dCi,2017,213.000,Beyaz,640.000
137,11 Ekim 2024,"Kocaeli
Darıca",Fiat,Egea,Cross 1.4,2023,16.500,Gri,860.000
138,11 Ekim 2024,"Batman
Merkez",Audi,Q5,2.0 TDI,2013,287.000,Beyaz,1.500.000
139,11 Ekim 2024,"Şırnak
Cizre",Dacia,Duster,1.5 BlueDCI,2020,270.000,Beyaz,770.000
140,11 Ekim 2024,"İzmir
Gaziemir",Kia,Sportage,1.6 GDI,2014,195.000,Beyaz,839.000
141,11 Ekim 2024,"İstanbul
Ümraniye",Mercedes,-,Benz GLK,2011,143.000,Siyah,1.465.000
142,11 Ekim 2024,"İstanbul
Avcılar",Chery,Tiggo,8 Pro,2023,40.000,Gri,1.453.000
143,11 Ekim 2024,"Malatya
Battalgazi",Dacia,Duster,1.5 dCi,2017,150.000,Beyaz,675.000
144,11 Ekim 2024,"İstanbul
Kadıköy",Peugeot,3008,1.5 BlueHDI,2020,223.000,Beyaz,1.238.500
145,11 Ekim 2024,"Balıkesir
Edremit",Land,Rover,Range Sport,2013,290.000,Beyaz,1.850.000
146,11 Ekim 2024,"Düzce
Merkez",Dacia,Duster,1.5 BlueDCI,2021,90.000,Beyaz,930.000
147,11 Ekim 2024,"Samsun
İlkadım",Kia,Sorento,2.5 CRDi,2009,334.000,Siyah,520.000
148,11 Ekim 2024,"Antalya
Konyaaltı",Seat,Arona,1.0 EcoTSI,2023,15.000,Kırmızı,1.169.000
149,11 Ekim 2024,"İstanbul
Bakırköy",Citroen,C5,Aircross 1.5,2023,40.000,Mavi,1.565.000
150,11 Ekim 2024,"Kocaeli
İzmit",Nissan,X-Trail,1.6 dCi,2014,182.000,Bej,1.000.000
151,11 Ekim 2024,"Ankara
Etimesgut",Opel,Mokka,1.4 Business,2015,84.500,Beyaz,920.000
152,11 Ekim 2024,"İstanbul
Başakşehir",Land,Rover,Freelander 2.2,2008,297.000,Siyah,695.000
153,11 Ekim 2024,"Konya
Karatay",Porsche,Cayenne,Diesel  ,2011,275.000,Beyaz,2.500.000
154,11 Ekim 2024,"İstanbul
Kadıköy",Kia,Niro,EV Elegance,2023,7.800,Beyaz,1.475.000
155,11 Ekim 2024,"İzmir
Aliağa",Nissan,Skystar,4x2  ,2004,320.000,Siyah,455.000
156,11 Ekim 2024,"Konya
Karatay",Audi,Q8,E-Tron Advanced,2023,13.000,Gri,5.600.000
157,11 Ekim 2024,"Konya
Karatay",Mercedes,-,Benz ML,2008,237.000,Siyah,1.390.000
158,11 Ekim 2024,"Konya
Karatay",Volvo,XC90,2.0 D5,2017,82.000,Siyah,3.800.000
159,11 Ekim 2024,"İstanbul
Bağcılar",Nissan,Qashqai,1.6 dCi,2015,136.000,Beyaz,920.000
160,11 Ekim 2024,"Diyarbakır
Kayapınar",Peugeot,3008,1.6 THP,2011,245.000,Beyaz,625.000
161,11 Ekim 2024,"İstanbul
Esenyurt",TOGG,T10X,V2  ,2024,21.505,Siyah,1.675.000
162,11 Ekim 2024,"Trabzon
Ortahisar",Chery,Tiggo,8 Pro,2023,14.000,Siyah,1.625.000
163,11 Ekim 2024,"Sivas
Merkez",Peugeot,2008,1.2 PureTech,2023,7.900,Turuncu,1.470.000
164,11 Ekim 2024,"İzmir
Gaziemir",Audi,Q3,35 TFSI,2023,16.500,Siyah,2.455.000
165,11 Ekim 2024,"Bolu
Merkez",Land,Rover,Range Evoque,2023,15.000,Bej,3.999.000
166,11 Ekim 2024,"Balıkesir
Edremit",Hyundai,Tucson,1.6 CRDi,2021,73.000,Beyaz,1.570.000
167,11 Ekim 2024,"Ankara
Polatlı",Volkswagen,Tiguan,1.4 TSI,2011,80.000,Siyah,940.000
168,11 Ekim 2024,"İstanbul
Bağcılar",Peugeot,3008,1.5 BlueHDI,2022,70.000,Lacivert,1.665.000
169,11 Ekim 2024,"İzmir
Buca",Peugeot,3008,1.5 BlueHDI,2021,77.000,Füme,1.550.000
170,11 Ekim 2024,"İstanbul
Bağcılar",Nissan,Qashqai,1.6 Platinum,2011,48.000,Beyaz,810.000
171,11 Ekim 2024,"İstanbul
Esenyurt",Volkswagen,Taigo,1.0 TSI,2023,31.000,Gri,1.348.000
172,11 Ekim 2024,"Ankara
Çankaya",Opel,Mokka-e,Ultimate  ,2023,8.950,Gri,1.330.000
173,11 Ekim 2024,"İstanbul
Ataşehir",Land,Rover,Range Evoque,2012,207.000,Lacivert,1.225.000
174,11 Ekim 2024,"Eskişehir
Odunpazarı",Peugeot,3008,1.6 VTI,2010,171.000,Gri (Gümüş),450.000
175,11 Ekim 2024,"Ankara
Keçiören",Dacia,Duster,1.5 dCi,2016,265.000,Beyaz,680.000
176,11 Ekim 2024,"Tekirdağ
Çorlu",Nissan,X-Trail,1.6 dCi,2016,155.000,Beyaz,1.190.000
177,11 Ekim 2024,"Antalya
Kepez",Peugeot,3008,1.6 BlueHDi,2017,172.877,Kırmızı,1.135.000
178,11 Ekim 2024,"Muş
Merkez",Land,Rover,Freelander 2.0,2003,236.000,Gri,420.000
179,11 Ekim 2024,"Ankara
Yenimahalle",Opel,Mokka,1.2 T,2022,31.000,Beyaz,1.248.000
180,11 Ekim 2024,"Samsun
Bafra",Peugeot,3008,1.6 BlueHDi,2018,145.000,Kırmızı,1.275.000
181,11 Ekim 2024,"Diyarbakır
Yenişehir",Hyundai,Kona,1.6 CRDI,2019,88.000,Beyaz,1.200.000
182,11 Ekim 2024,"Manisa
Soma",Fiat,Egea,Cross 1.4,2021,46.000,Beyaz,795.000
183,11 Ekim 2024,"Mardin
Kızıltepe",Dacia,Duster,1.6 Sce,2019,187.000,Beyaz,738.000
184,11 Ekim 2024,"Muğla
Bodrum",Honda,CR-V,1.6 i-DTEC,2015,94.400,Beyaz,1.390.000
185,11 Ekim 2024,"Bolu
Merkez",Cupra,Formentor,1.5 TSI,2022,44.000,Füme,1.799.000
186,11 Ekim 2024,"Manisa
Soma",Fiat,Egea,Cross 1.4,2022,45.000,Beyaz,825.000
187,11 Ekim 2024,"İstanbul
Büyükçekmece",Seat,Arona,1.0 EcoTSI,2021,18.000,Beyaz,1.075.000
188,11 Ekim 2024,"Konya
Karatay",Subaru,Forester,2.0 Trend,2008,123.000,Gri (Gümüş),780.000
189,11 Ekim 2024,"Mersin
Toroslar",Nissan,Navara,2.5 D,2011,169.850,Siyah,738.750
190,11 Ekim 2024,"İstanbul
Kadıköy",Opel,Crossland,1.2 T,2024,13.000,Beyaz,1.169.900
191,11 Ekim 2024,"İstanbul
Kadıköy",Opel,Crossland,1.2 T,2024,14.000,Beyaz,1.169.900
192,11 Ekim 2024,"Konya
Karatay",Hyundai,Tucson,1.6 CRDi,2019,60.000,Beyaz,1.510.000
193,11 Ekim 2024,"Zonguldak
Gökçebey",Opel,Crossland,1.2 T,2022,24.000,Mavi (metalik),990.000
194,11 Ekim 2024,"İstanbul
Esenler",Fiat,Egea,Cross 1.4,2021,128.000,Mavi,740.000
195,11 Ekim 2024,"Diyarbakır
Dicle",Dacia,Duster,1.3 Tce,2023,6.001,Yeşil,1.300.000
196,11 Ekim 2024,"İstanbul
Sultangazi",Nissan,X-Trail,1.6 dCi,2015,126.000,Siyah,1.180.000
197,11 Ekim 2024,"Antalya
Kepez",Land,Rover,Range Evoque,2015,171.000,Beyaz,1.820.000
198,11 Ekim 2024,"Kocaeli
Darıca",Land,Rover,Range Sport,2010,220.000,Beyaz,1.450.000
199,11 Ekim 2024,"Ankara
Keçiören",Hyundai,Tucson,1.6 CRDi,2021,46.000,Füme,1.580.000
200,11 Ekim 2024,"Bursa
Osmangazi",Ford,Kuga,1.5 EcoBlue,2020,65.000,Füme,1.498.000
201,11 Ekim 2024,"İstanbul
Maltepe",Jeep,Renegade,1.6 MultiJet,2014,164.000,Siyah,849.000
202,11 Ekim 2024,"İstanbul
Silivri",Ford,Ranger,2.0 EcoBlue,2021,96.000,Siyah,1.535.000
203,11 Ekim 2024,"Kırşehir
Merkez",Volkswagen,Taigo,1.0 TSI,2022,43.000,Siyah,1.468.000
204,11 Ekim 2024,"Muğla
Menteşe",MINI,Cooper,Countryman 1.5,2012,138.000,Mavi,815.000
205,11 Ekim 2024,"Osmaniye
Merkez",Dacia,Duster,1.0 Tce,2023,25.000,Beyaz,935.000
206,11 Ekim 2024,"Antalya
Kepez",Ford,Kuga,1.5 EcoBoost,2023,7.000,Gri,1.900.000
207,11 Ekim 2024,"Muğla
Bodrum",Nissan,Qashqai,1.5 dCi,2016,76.000,Beyaz,1.100.000
208,11 Ekim 2024,"İstanbul
Pendik",Nissan,Qashqai,1.5 e-Power,2023,9.500,Gri,2.099.000
209,11 Ekim 2024,"Kırşehir
Merkez",Ssangyong,Musso,Grand 2.2,2024,0,Bej,1.410.000
210,11 Ekim 2024,"Ankara
Keçiören",Hyundai,Bayon,1.4 MPI,2022,37.000,Gri,1.075.000
211,11 Ekim 2024,"İstanbul
Sultanbeyli",Skoda,Yeti,1.6 TDI,2012,245.500,Siyah,629.500
212,11 Ekim 2024,"İstanbul
Maltepe",Ford,Kuga,1.5 EcoBlue,2020,79.723,Füme,1.496.900
213,11 Ekim 2024,"İstanbul
Esenler",Suzuki,Vitara,1.6 GLX,2017,145.000,Gri,715.000
214,11 Ekim 2024,"İstanbul
Esenyurt",Peugeot,2008,1.5 BlueHDI,2023,44.339,Gri,1.415.000
215,11 Ekim 2024,"Samsun
Bafra",Hyundai,Tucson,1.6 T-GDi,2016,100.000,Füme,1.360.000
216,11 Ekim 2024,"Kütahya
Merkez",Kia,Sportage,2.0 CRDi,2007,285.000,Gri (Gümüş),568.000
217,11 Ekim 2024,"Antalya
Kepez",Audi,Q7,3.0 TDI,2013,167.000,Beyaz,2.700.000
218,11 Ekim 2024,"Afyonkarahisar
Merkez",Peugeot,5008,1.5 BlueHDI,2023,6.001,Füme,2.125.000
219,11 Ekim 2024,"Bursa
İnegöl",Audi,Q3,1.4 TFSi,2014,185.000,Beyaz,1.250.000
220,11 Ekim 2024,"Kocaeli
İzmit",Dacia,Duster,1.5 dCi,2011,212.800,Kahverengi,560.000
221,11 Ekim 2024,"Sivas
Merkez",Hyundai,Bayon,1.4 MPI,2021,20.500,Beyaz,1.069.000
222,11 Ekim 2024,"İstanbul
Ümraniye",Nissan,Qashqai,1.2 DIG-T,2015,140.000,Beyaz,925.000
223,11 Ekim 2024,"Trabzon
Ortahisar",Lada,Niva,1.7i  ,2005,172.000,Beyaz,330.000
224,11 Ekim 2024,"Nevşehir
Merkez",Kia,Sportage,1.6 GDI,2012,110.000,Siyah,819.000
225,11 Ekim 2024,"Ankara
Mamak",Dacia,Duster,1.3 Tce,2021,31.000,Beyaz,970.000
226,11 Ekim 2024,"İstanbul
Ataşehir",Hyundai,Terracan,2.5 CRDi,2001,154.000,Siyah,485.000
227,11 Ekim 2024,"Ankara
Akyurt",Volkswagen,T-Roc,1.5 TSI,2021,60.000,Sarı,1.525.000
228,11 Ekim 2024,"Kırıkkale
Merkez",BMW,X3,20i sDrive,2014,127.000,Beyaz,1.370.000
229,11 Ekim 2024,"Ordu
Altınordu",Fiat,Egea,Cross 1.4,2024,6.001,Mavi,937.500
230,11 Ekim 2024,"Yozgat
Sorgun",Chevrolet,Captiva,2.0 D,2011,196.500,Beyaz,825.000
